Campaign report
6 June 2024 - 25 May 2025
Month,Campaign status,Campaign,Budget,Budget name,Budget type,Currency code,Bid strategy type,Status,Status reasons,Conv. value,Cost,Conv. value / cost,Budget Spent %,Target ROAS,Conversions,Conv. rate,Impr.,Clicks,CTR,Cost / conv.,Search impr. share,Avg. order value,Search lost IS (budget),Campaign Id,Search lost IS (rank),New customers,Search top IS,Search abs. top IS,Click share,Impr. (Abs. Top) %
June 2024,Total: Search,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
January 2025,Total: Search,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
August 2024,Total: Search,,,,,GBP,,,,0.00,42.65,0.00, --,,0.00,0.00%,"7,294",208,2.85%,0.00,< 10%,0,4.02%,,> 90%, --,< 10%,,< 10%,18.26%
March 2025,Total: Performance Max,,,,,GBP,,,,"7,717.29",2740.68,2.82, --,,33.99,1.71%,"133,116","1,570",1.18%,80.64,23.04%,279.65,3.75%,,73.21%, --, --,,< 10%, --
April 2025,Total: Performance Max,,,,,GBP,,,,"4,582.88",3559.48,1.29, --,,15.00,0.22%,"187,342","2,290",1.22%,237.35,31.47%,363.21,2.75%,,65.78%, --, --,,11.27%, --
March 2025,Total: Search,,,,,GBP,,,,962.00,1090.47,0.88, --,,4.00,0.85%,"6,871",469,6.83%,272.62,21.35%,322.97,42.69%,,35.96%, --,16.93%,,15.95%,34.77%
July 2024,Total: Search,,,,,GBP,,,,0.00,41.89,0.00, --,,0.00,0.00%,"4,231",134,3.17%,0.00,< 10%,0,0.00%,,> 90%, --,< 10%,,< 10%,0.00%
December 2024,Total: Search,,,,,GBP,,,,0.00,113.51,0.00, --,,0.00,0.00%,381,19,4.99%,0.00,13.84%,0,22.68%,,63.48%, --,< 10%,,< 10%,28.70%
October 2024,Total: Shopping,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
June 2024,Total: Performance Max,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
November 2024,Total: Shopping,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
August 2024,Total: Performance Max,,,,,GBP,,,,27.00,978.71,0.03, --,,27.00,1.16%,"58,031","1,918",3.31%,36.25, --,0, --,, --, --, --,,< 10%, --
July 2024,Total: Shopping,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
December 2024,Total: Shopping,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
May 2025,Total: Search,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
February 2025,Total: Performance Max,,,,,GBP,,,,"9,653.62",3423.75,2.82, --,,33.99,1.55%,"199,104","1,976",0.99%,100.72,27.11%,332.36,2.66%,,70.23%, --, --,,< 10%, --
December 2024,Total: Performance Max,,,,,GBP,,,,"16,735.45",6621.10,2.53, --,,69.72,1.52%,"355,435","3,257",0.92%,94.96,49.41%,284.95,1.81%,,48.78%, --, --,,11.27%, --
June 2024,Total: Shopping,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
July 2024,Total: Performance Max,,,,,GBP,,,,3.00,102.90,0.03, --,,3.00,1.20%,"16,331",214,1.31%,34.30, --,0, --,, --, --, --,,< 10%, --
September 2024,Total: Shopping,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
May 2024,Total: Search,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
May 2024,Total: Performance Max,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
October 2024,Total: Search,,,,,GBP,,,,"1,548.82",1023.38,1.51, --,,6.13,1.22%,"8,213",501,6.10%,167.07,< 10%,280.21,19.10%,,71.08%, --,< 10%,,< 10%,38.67%
January 2025,Total: Performance Max,,,,,GBP,,,,"11,347.45",3826.59,2.97, --,,36.00,0.99%,"248,892","3,295",1.32%,106.28,23.78%,356.18,8.02%,,68.20%, --, --,,< 10%, --
August 2024,Total: Shopping,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
November 2024,Total: Performance Max,,,,,GBP,,,,"14,331.35",2376.23,6.03, --,,63.14,3.07%,"169,229","1,757",1.04%,37.63,46.59%,260.24,0.54%,,52.87%, --, --,,18.77%, --
October 2024,Total: Performance Max,,,,,GBP,,,,"2,639.33",872.40,3.03, --,,9.89,0.86%,"74,267",946,1.27%,88.18,32.94%,294.34,2.22%,,64.84%, --, --,,< 10%, --
November 2024,Total: Search,,,,,GBP,,,,"3,607.88",862.25,4.18, --,,14.13,4.06%,"6,925",348,5.03%,61.03,10.63%,293.58,17.54%,,71.82%, --,< 10%,,< 10%,26.72%
May 2025,Total: Shopping,,,,,GBP,,,,197.00,285.73,0.69, --,,1.00,0.62%,"19,165",162,0.85%,285.73,55.34%,197.00,0.00%,,44.66%, --, --,,39.48%, --
April 2025,Total: Shopping,,,,,GBP,,,,"1,396.39",634.90,2.20, --,,5.00,1.24%,"52,704",403,0.76%,126.98,50.57%,342.88,14.87%,,34.56%, --, --,,30.50%, --
February 2025,Total: Search,,,,,GBP,,,,0.00,0.00,0.00, --,,0.00,0.00%,0,0, --,0.00, --,0, --,, --, --, --,, --, --
September 2024,Total: Performance Max,,,,,GBP,,,,910.10,943.01,0.97, --,,15.00,1.75%,"74,795",850,1.14%,62.87,29.43%,0,3.93%,,66.64%, --, --,,< 10%, --
September 2024,Total: Search,,,,,GBP,,,,594.00,146.78,4.05, --,,2.00,1.18%,"3,693",169,4.58%,73.39,< 10%,0,14.81%,,81.93%, --,< 10%,,< 10%,18.24%
March 2025,Total: Shopping,,,,,GBP,,,,235.55,129.89,1.81, --,,1.01,0.79%,"23,651",127,0.54%,128.93,43.06%,322.97,9.67%,,47.26%, --, --,,29.12%, --
