Campaign report
6 June 2024 - 25 May 2025
Month,Campaign status,Campaign,Budget,Budget name,Budget type,Currency code,Bid strategy type,Status,Status reasons,Conv. value,Cost,Conv. value / cost,Budget Spent %,Target ROAS,Conversions,Conv. rate,Impr.,Clicks,CTR,Cost / conv.,Search impr. share,Avg. order value,Search lost IS (budget),Campaign Id,Search lost IS (rank),New customers,Search top IS,Search abs. top IS,Click share,Impr. (Abs. Top) %
May 2024,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
June 2024,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
July 2024,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
August 2024,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
September 2024,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
October 2024,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
November 2024,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
December 2024,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
January 2025,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
February 2025,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
March 2025,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
April 2025,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22585331712, --,0.00, --, --, --, --
May 2025,Enabled,[ADL] Red Light Hat,100.00, --,Daily,GBP,Manual CPC,Eligible,unknown,197.00,285.73,0.69,0.78%, --,1.00,0.62%,"19,165",162,0.85%,285.73,55.34%,197.00,0.00%,22585331712,44.66%,0.00, --,< 10%,39.48%, --
May 2024,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
June 2024,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
July 2024,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
August 2024,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
September 2024,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
October 2024,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
November 2024,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
December 2024,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
January 2025,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
February 2025,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
March 2025,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
April 2025,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,567.59,278.67,2.04,1.53%,300%,2.00,1.23%,"18,864",162,0.86%,139.33,54.13%,348.23,3.11%,22422254868,42.76%,0.00, --,< 10%,35.15%, --
May 2025,Paused,006 | NT | RLI | Standard Shopping | EU | Cap,50.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22422254868, --,0.00, --, --, --, --
May 2024,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
June 2024,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
July 2024,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
August 2024,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
September 2024,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
October 2024,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
November 2024,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
December 2024,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
January 2025,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
February 2025,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
March 2025,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
April 2025,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
May 2025,Paused,000 | NT | RLI | PMax + Shopping | Old,50.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22384844779, --,0.00, --, --, --, --
May 2024,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
June 2024,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
July 2024,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
August 2024,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
September 2024,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
October 2024,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
November 2024,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
December 2024,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
January 2025,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
February 2025,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
March 2025,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,175.66,0.00,2.41%, --,0.00,0.00%,835,46,5.51%,0.00,44.59%,0,12.01%,22378004632,43.40%,0.00,31.58%,14.18%,21.71%,26.41%
April 2025,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
May 2025,Enabled,001 | NT | RLI | Search | UK | Cap (MaxConv Value),20.00, --,Daily,GBP,Maximise Conversion Value,Ended,campaign ended; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22378004632, --,0.00, --, --, --, --
May 2024,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
June 2024,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
July 2024,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
August 2024,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
September 2024,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
October 2024,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
November 2024,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
December 2024,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
January 2025,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
February 2025,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
March 2025,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,227.78,0.00,1.56%,300%,0.00,0.00%,"2,090",125,5.98%,0.00,< 10%,0,54.86%,22350047242,36.18%,0.00,< 10%,< 10%,< 10%,37.38%
April 2025,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
May 2025,Paused,002 | NT | RLI | Search | UK | General,40.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22350047242, --,0.00, --, --, --, --
May 2024,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
June 2024,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
July 2024,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
August 2024,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
September 2024,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
October 2024,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
November 2024,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
December 2024,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
January 2025,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
February 2025,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
March 2025,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,962.00,687.03,1.40,9.41%, --,4.00,1.34%,"3,946",298,7.55%,171.76,43.24%,322.97,22.78%,22350047239,33.98%,0.00,35.29%,18.70%,26.72%,35.51%
April 2025,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,234.00,269.42,0.87,3.69%, --,1.00,0.77%,"2,084",130,6.24%,269.42,49.11%,282.99,2.33%,22350047239,48.56%,0.00,37.73%,15.82%,22.26%,25.23%
May 2025,Paused,001 | NT | RLI | Search | UK | Cap,20.00, --,Daily,GBP,Maximise Conversions (Target CPA),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22350047239, --,0.00, --, --, --, --
May 2024,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
June 2024,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
July 2024,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
August 2024,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
September 2024,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
October 2024,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
November 2024,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
December 2024,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
January 2025,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
February 2025,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
March 2025,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,235.55,129.89,1.81,0.51%,300%,1.01,0.79%,"23,651",127,0.54%,128.93,43.06%,322.97,9.67%,22349932762,47.26%,0.00, --,< 10%,29.12%, --
April 2025,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,828.80,356.23,2.33,1.39%,300%,3.00,1.24%,"33,840",241,0.71%,118.74,48.88%,339.31,20.46%,22349932762,30.66%,0.00, --,< 10%,27.95%, --
May 2025,Paused,004 | NT | RLI | Standard Shopping | UK | Cap,70.00, --,Daily,GBP,Target ROAS,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22349932762, --,0.00, --, --, --, --
May 2024,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
June 2024,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
July 2024,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
August 2024,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
September 2024,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
October 2024,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
November 2024,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
December 2024,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
January 2025,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
February 2025,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
